Modelo,Pooling,out_emb_size,Nhid,MR,CR,SUBJ,MPQA,SST2,SST5,TREC,MRPC
roberta-base,SUM-NS_LYR-11,torch.Size([768]),0,"{'devacc': np.float64(82.7), 'acc': np.float64(82.07), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(87.83), 'acc': np.float64(86.68), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.51), 'acc': np.float64(93.5), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(86.15), 'acc': np.float64(85.86), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(88.76), 'acc': 89.4, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(44.23), 'acc': 44.71, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(84.63), 'acc': 92.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(67.64), 'acc': 62.78, 'f1': 73.51, 'ndev': 4076, 'ntest': 1725}"
roberta-base,MAX-NS_LYR-11,torch.Size([768]),0,"{'devacc': np.float64(78.48), 'acc': np.float64(77.8), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(68.52), 'acc': np.float64(70.86), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(92.56), 'acc': np.float64(92.44), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(85.17), 'acc': np.float64(84.91), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(85.55), 'acc': 85.01, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(44.32), 'acc': 41.81, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(76.08), 'acc': 82.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(67.54), 'acc': 66.49, 'f1': 79.87, 'ndev': 4076, 'ntest': 1725}"
roberta-base,CLS+AVG_LYR-11,torch.Size([1536]),0,"{'devacc': np.float64(83.5), 'acc': np.float64(82.58), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(80.58), 'acc': np.float64(80.66), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.6), 'acc': np.float64(93.87), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(86.6), 'acc': np.float64(86.4), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(88.99), 'acc': 89.95, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(49.95), 'acc': 50.36, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(81.05), 'acc': 83.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(74.56), 'acc': 73.62, 'f1': 82.34, 'ndev': 4076, 'ntest': 1725}"
roberta-base,CLS+SUM_LYR-11,torch.Size([1536]),0,"{'devacc': np.float64(83.28), 'acc': np.float64(82.13), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(87.33), 'acc': np.float64(85.85), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.61), 'acc': np.float64(93.72), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(86.41), 'acc': np.float64(86.09), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(88.99), 'acc': 89.46, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(47.68), 'acc': 47.69, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(84.56), 'acc': 92.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(69.41), 'acc': 65.91, 'f1': 76.85, 'ndev': 4076, 'ntest': 1725}"
roberta-base,CLS+MAX_LYR-11,torch.Size([1536]),0,"{'devacc': np.float64(79.5), 'acc': np.float64(78.88), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(66.8), 'acc': np.float64(71.81), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(92.93), 'acc': np.float64(92.42), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(85.22), 'acc': np.float64(85.04), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.7), 'acc': 86.38, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(44.6), 'acc': 45.79, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(75.97), 'acc': 82.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(74.07), 'acc': 72.0, 'f1': 78.88, 'ndev': 4076, 'ntest': 1725}"
roberta-base,CLS+AVG-NS_LYR-11,torch.Size([1536]),0,"{'devacc': np.float64(83.49), 'acc': np.float64(82.84), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(80.3), 'acc': np.float64(80.87), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.59), 'acc': np.float64(93.8), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(86.85), 'acc': np.float64(86.44), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(88.65), 'acc': 89.73, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(50.14), 'acc': 50.09, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(81.44), 'acc': 88.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(74.71), 'acc': 74.14, 'f1': 81.02, 'ndev': 4076, 'ntest': 1725}"
roberta-base,CLS+SUM-NS_LYR-11,torch.Size([1536]),0,"{'devacc': np.float64(83.32), 'acc': np.float64(81.93), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(87.36), 'acc': np.float64(85.48), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.63), 'acc': np.float64(93.87), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(86.57), 'acc': np.float64(85.8), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(89.11), 'acc': 89.84, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(47.5), 'acc': 47.92, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(84.61), 'acc': 92.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(69.16), 'acc': 67.25, 'f1': 78.57, 'ndev': 4076, 'ntest': 1725}"
roberta-base,CLS+MAX-NS_LYR-11,torch.Size([1536]),0,"{'devacc': np.float64(79.65), 'acc': np.float64(78.61), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(67.04), 'acc': np.float64(70.83), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(93.0), 'acc': np.float64(92.46), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(85.35), 'acc': np.float64(85.21), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.81), 'acc': 86.16, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(44.5), 'acc': 45.84, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(75.99), 'acc': 82.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(73.33), 'acc': 70.26, 'f1': 78.76, 'ndev': 4076, 'ntest': 1725}"
roberta-base,DY3_LYR-11,torch.Size([2304]),0,"{'devacc': np.float64(84.44), 'acc': np.float64(84.05), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(87.96), 'acc': np.float64(86.92), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.33), 'acc': np.float64(94.81), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(88.04), 'acc': np.float64(87.8), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(87.96), 'acc': 88.3, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(49.68), 'acc': 50.9, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(86.9), 'acc': 90.6, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(70.71), 'acc': 68.23, 'f1': 79.85, 'ndev': 4076, 'ntest': 1725}"
roberta-base,DY3-NS_LYR-11,torch.Size([2304]),0,"{'devacc': np.float64(84.4), 'acc': np.float64(83.83), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(88.3), 'acc': np.float64(86.33), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.36), 'acc': np.float64(94.87), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(87.44), 'acc': np.float64(87.31), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(87.73), 'acc': 87.64, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(49.68), 'acc': 49.77, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(87.6), 'acc': 90.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(70.58), 'acc': 68.81, 'f1': 78.02, 'ndev': 4076, 'ntest': 1725}"
roberta-base,DY5_LYR-11,torch.Size([3840]),0,"{'devacc': np.float64(84.48), 'acc': np.float64(83.9), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(88.15), 'acc': np.float64(86.57), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.68), 'acc': np.float64(95.21), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(87.38), 'acc': np.float64(86.95), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(87.96), 'acc': 87.75, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(48.14), 'acc': 49.28, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(89.18), 'acc': 89.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.07), 'acc': 68.93, 'f1': 78.7, 'ndev': 4076, 'ntest': 1725}"
roberta-base,DY5-NS_LYR-11,torch.Size([3840]),0,"{'devacc': np.float64(84.23), 'acc': np.float64(83.73), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(88.46), 'acc': np.float64(86.67), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.68), 'acc': np.float64(94.96), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(68.77), 'acc': np.float64(68.77), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(88.19), 'acc': 87.86, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(48.68), 'acc': 49.28, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(88.55), 'acc': 91.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.2), 'acc': 67.36, 'f1': 76.47, 'ndev': 4076, 'ntest': 1725}"
roberta-base,CLS_LYR-12,torch.Size([768]),0,"{'devacc': np.float64(78.15), 'acc': np.float64(77.47), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(63.76), 'acc': np.float64(63.76), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(91.83), 'acc': np.float64(91.5), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(68.77), 'acc': np.float64(68.77), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(83.37), 'acc': 84.62, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(38.96), 'acc': 39.55, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(47.71), 'acc': 50.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(67.54), 'acc': 66.49, 'f1': 79.87, 'ndev': 4076, 'ntest': 1725}"
roberta-base,AVG_LYR-12,torch.Size([768]),0,"{'devacc': np.float64(81.62), 'acc': np.float64(80.91), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(81.52), 'acc': np.float64(79.1), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(93.77), 'acc': np.float64(93.18), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(84.11), 'acc': np.float64(83.66), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.7), 'acc': 87.81, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(48.59), 'acc': 49.05, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(76.93), 'acc': 78.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(67.54), 'acc': 66.49, 'f1': 79.87, 'ndev': 4076, 'ntest': 1725}"
roberta-base,SUM_LYR-12,torch.Size([768]),0,"{'devacc': np.float64(83.37), 'acc': np.float64(82.51), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(86.81), 'acc': np.float64(85.46), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.86), 'acc': np.float64(94.7), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(85.47), 'acc': np.float64(84.73), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(87.61), 'acc': 89.46, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(48.68), 'acc': 49.14, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(84.28), 'acc': 91.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(67.59), 'acc': 66.49, 'f1': 79.87, 'ndev': 4076, 'ntest': 1725}"
roberta-base,MAX_LYR-12,torch.Size([768]),0,"{'devacc': np.float64(76.72), 'acc': np.float64(75.74), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(64.46), 'acc': np.float64(63.81), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(92.12), 'acc': np.float64(91.43), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(79.48), 'acc': np.float64(80.67), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(83.72), 'acc': 82.87, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(42.42), 'acc': 43.21, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(73.51), 'acc': 78.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(67.54), 'acc': 68.99, 'f1': 80.76, 'ndev': 4076, 'ntest': 1725}"
roberta-base,AVG-NS_LYR-12,torch.Size([768]),0,"{'devacc': np.float64(81.76), 'acc': np.float64(80.89), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(81.66), 'acc': np.float64(77.38), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(93.75), 'acc': np.float64(93.29), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(85.12), 'acc': np.float64(84.47), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.81), 'acc': 88.41, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(48.32), 'acc': 47.78, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(78.92), 'acc': 80.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(67.54), 'acc': 66.49, 'f1': 79.87, 'ndev': 4076, 'ntest': 1725}"
roberta-base,SUM-NS_LYR-12,torch.Size([768]),0,"{'devacc': np.float64(83.36), 'acc': np.float64(82.43), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(86.86), 'acc': np.float64(84.77), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.89), 'acc': np.float64(94.61), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(85.33), 'acc': np.float64(84.75), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(87.73), 'acc': 89.18, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(48.59), 'acc': 48.91, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(84.3), 'acc': 91.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(67.59), 'acc': 66.49, 'f1': 79.87, 'ndev': 4076, 'ntest': 1725}"
roberta-base,MAX-NS_LYR-12,torch.Size([768]),0,"{'devacc': np.float64(76.63), 'acc': np.float64(75.76), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(64.5), 'acc': np.float64(63.87), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(92.09), 'acc': np.float64(91.47), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(80.34), 'acc': np.float64(82.04), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(83.6), 'acc': 82.87, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(42.42), 'acc': 43.03, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(73.06), 'acc': 78.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(67.57), 'acc': 68.99, 'f1': 80.75, 'ndev': 4076, 'ntest': 1725}"
roberta-base,CLS+AVG_LYR-12,torch.Size([1536]),0,"{'devacc': np.float64(81.87), 'acc': np.float64(81.49), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(70.48), 'acc': np.float64(77.54), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(93.88), 'acc': np.float64(93.12), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(83.75), 'acc': np.float64(83.8), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(87.27), 'acc': 87.86, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(48.41), 'acc': 48.51, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(77.62), 'acc': 80.6, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(74.21), 'acc': 74.26, 'f1': 82.87, 'ndev': 4076, 'ntest': 1725}"
roberta-base,CLS+SUM_LYR-12,torch.Size([1536]),0,"{'devacc': np.float64(83.41), 'acc': np.float64(82.44), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(86.48), 'acc': np.float64(85.38), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.04), 'acc': np.float64(94.19), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(85.49), 'acc': np.float64(85.1), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(87.84), 'acc': 88.8, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(48.5), 'acc': 48.82, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(84.43), 'acc': 93.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(68.79), 'acc': 67.94, 'f1': 78.66, 'ndev': 4076, 'ntest': 1725}"
roberta-base,CLS+MAX_LYR-12,torch.Size([1536]),0,"{'devacc': np.float64(78.73), 'acc': np.float64(77.21), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(63.97), 'acc': np.float64(63.79), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(92.87), 'acc': np.float64(92.3), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(82.6), 'acc': np.float64(83.57), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(84.4), 'acc': 85.34, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(43.32), 'acc': 44.8, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(73.4), 'acc': 75.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(73.45), 'acc': 72.41, 'f1': 79.98, 'ndev': 4076, 'ntest': 1725}"
roberta-base,CLS+AVG-NS_LYR-12,torch.Size([1536]),0,"{'devacc': np.float64(81.87), 'acc': np.float64(81.33), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(71.24), 'acc': np.float64(76.95), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(93.95), 'acc': np.float64(93.06), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(84.7), 'acc': np.float64(84.58), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(87.04), 'acc': 87.7, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(48.86), 'acc': 48.64, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(78.43), 'acc': 80.6, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(74.07), 'acc': 74.32, 'f1': 82.12, 'ndev': 4076, 'ntest': 1725}"
roberta-base,CLS+SUM-NS_LYR-12,torch.Size([1536]),0,"{'devacc': np.float64(83.43), 'acc': np.float64(82.7), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(86.49), 'acc': np.float64(86.01), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.05), 'acc': np.float64(94.14), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(85.65), 'acc': np.float64(85.36), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(87.73), 'acc': 89.07, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(48.23), 'acc': 48.73, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(84.7), 'acc': 93.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(68.92), 'acc': 67.83, 'f1': 78.56, 'ndev': 4076, 'ntest': 1725}"
roberta-base,CLS+MAX-NS_LYR-12,torch.Size([1536]),0,"{'devacc': np.float64(78.72), 'acc': np.float64(77.8), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(64.0), 'acc': np.float64(63.79), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(92.93), 'acc': np.float64(92.3), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(82.97), 'acc': np.float64(83.66), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(84.29), 'acc': 84.51, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(42.96), 'acc': 42.85, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(73.11), 'acc': 75.6, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(73.55), 'acc': 72.46, 'f1': 80.02, 'ndev': 4076, 'ntest': 1725}"
roberta-base,DY3_LYR-12,torch.Size([2304]),0,"{'devacc': np.float64(82.84), 'acc': np.float64(82.35), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(84.51), 'acc': np.float64(81.72), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.63), 'acc': np.float64(93.99), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(86.25), 'acc': np.float64(85.52), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(85.89), 'acc': 87.04, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(47.77), 'acc': 48.96, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(84.5), 'acc': 87.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(70.46), 'acc': 69.04, 'f1': 80.09, 'ndev': 4076, 'ntest': 1725}"
roberta-base,DY3-NS_LYR-12,torch.Size([2304]),0,"{'devacc': np.float64(82.79), 'acc': np.float64(82.26), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(84.89), 'acc': np.float64(82.91), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(94.69), 'acc': np.float64(93.97), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(85.95), 'acc': np.float64(85.34), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.01), 'acc': 86.71, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(48.23), 'acc': 48.37, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(85.53), 'acc': 88.4, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(70.53), 'acc': 68.75, 'f1': 79.44, 'ndev': 4076, 'ntest': 1725}"
roberta-base,DY5_LYR-12,torch.Size([3840]),0,"{'devacc': np.float64(83.14), 'acc': np.float64(82.66), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(85.26), 'acc': np.float64(83.55), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.11), 'acc': np.float64(94.17), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(86.33), 'acc': np.float64(85.81), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(85.78), 'acc': 86.11, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(46.32), 'acc': 46.74, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(88.02), 'acc': 86.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(70.93), 'acc': 68.29, 'f1': 77.27, 'ndev': 4076, 'ntest': 1725}"
roberta-base,DY5-NS_LYR-12,torch.Size([3840]),0,"{'devacc': np.float64(83.23), 'acc': np.float64(82.95), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(85.17), 'acc': np.float64(83.74), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.12), 'acc': np.float64(94.26), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(68.77), 'acc': np.float64(68.77), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(86.58), 'acc': 87.15, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(47.23), 'acc': 47.33, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(87.93), 'acc': 91.0, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(71.12), 'acc': 70.03, 'f1': 80.74, 'ndev': 4076, 'ntest': 1725}"
roberta-base,CLS_SUML4L,torch.Size([768]),0,"{'devacc': np.float64(77.94), 'acc': np.float64(77.82), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(63.76), 'acc': np.float64(63.76), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(91.11), 'acc': np.float64(91.07), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(68.77), 'acc': np.float64(68.77), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(83.94), 'acc': 84.84, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(33.61), 'acc': 32.31, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(44.13), 'acc': 42.8, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(67.54), 'acc': 66.49, 'f1': 79.87, 'ndev': 4076, 'ntest': 1725}"
roberta-base,AVG_SUML4L,torch.Size([768]),0,"{'devacc': np.float64(85.11), 'acc': np.float64(84.21), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(89.3), 'acc': np.float64(88.19), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(95.39), 'acc': np.float64(94.1), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(87.57), 'acc': np.float64(87.14), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(89.79), 'acc': 90.06, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(48.77), 'acc': 50.95, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(84.79), 'acc': 93.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(67.54), 'acc': 62.61, 'f1': 75.41, 'ndev': 4076, 'ntest': 1725}"
roberta-base,SUM_SUML4L,torch.Size([768]),0,"{'devacc': np.float64(80.68), 'acc': np.float64(79.85), 'ndev': 10662, 'ntest': 10662}","{'devacc': np.float64(86.58), 'acc': np.float64(83.76), 'ndev': 3775, 'ntest': 3775}","{'devacc': np.float64(93.63), 'acc': np.float64(93.03), 'ndev': 10000, 'ntest': 10000}","{'devacc': np.float64(85.94), 'acc': np.float64(85.66), 'ndev': 10606, 'ntest': 10606}","{'devacc': np.float64(89.11), 'acc': 89.4, 'ndev': 872, 'ntest': 1821}","{'devacc': np.float64(43.32), 'acc': 45.16, 'ndev': 1101, 'ntest': 2210}","{'devacc': np.float64(82.17), 'acc': 88.2, 'ndev': 5452, 'ntest': 500}","{'devacc': np.float64(67.69), 'acc': 66.09, 'f1': 78.67, 'ndev': 4076, 'ntest': 1725}"
